,mfccs0,mfccs1,mfccs2,mfccs3,mfccs4,mfccs5,mfccs6,mfccs7,mfccs8,mfccs9,mfccs10,mfccs11,mfccs12,delta_mfccs0,delta_mfccs1,delta_mfccs2,delta_mfccs3,delta_mfccs4,delta_mfccs5,delta_mfccs6,delta_mfccs7,delta_mfccs8,delta_mfccs9,delta_mfccs10,delta_mfccs11,delta_mfccs12,delta2_mfccs0,delta2_mfccs1,delta2_mfccs2,delta2_mfccs3,delta2_mfccs4,delta2_mfccs5,delta2_mfccs6,delta2_mfccs7,delta2_mfccs8,delta2_mfccs9,delta2_mfccs10,delta2_mfccs11,delta2_mfccs12
115,-406.82922,147.41727,-63.545788,60.337875,-40.084465,43.428917,-20.32574,27.055565,-11.743949,6.773321,0.2728708,-5.4045973,11.567854,21.479786,21.479786,21.479786,21.479786,21.479786,-7.5662694,2.2481441,-3.443788,1.3503952,1.3503952,1.3503952,1.3503952,1.3503952,-23.355223,-23.355223,-23.355223,-23.355223,-23.355223,7.033671,-3.6341069,1.8655977,-1.5413073,-1.5413073,-1.5413073,-1.5413073,-1.5413073
116,-401.1825,151.3193,-63.41266,58.84994,-40.551533,40.982788,-21.111076,24.121761,-12.851611,4.0174055,-0.7625486,-6.586106,9.275137,20.641115,20.641115,20.641115,20.641115,20.641115,-8.125672,2.0773609,-3.4674757,1.2865449,1.2865449,1.2865449,1.2865449,1.2865449,-22.889185,-22.889185,-22.889185,-22.889185,-22.889185,7.316911,-3.4938638,1.9677873,-1.4746903,-1.4746903,-1.4746903,-1.4746903,-1.4746903
117,-404.23264,148.33623,-65.89928,60.491013,-42.06802,42.84868,-22.738146,27.013544,-11.213907,7.3456826,0.33708966,-5.153509,11.6478815,21.27978,21.27978,21.27978,21.27978,21.27978,-7.4588523,2.5230427,-3.2474086,1.6223276,1.6223276,1.6223276,1.6223276,1.6223276,-22.968332,-22.968332,-22.968332,-22.968332,-22.968332,7.2813764,-3.609359,1.9322354,-1.6634587,-1.6634587,-1.6634587,-1.6634587,-1.6634587
118,-407.46997,150.21431,-62.43941,59.861237,-41.260704,42.459667,-19.250237,26.067427,-11.0243845,6.5665593,0.6948054,-4.9097495,12.001175,21.371975,21.371975,21.371975,21.371975,21.371975,-7.7653847,2.2788873,-3.2796297,1.5221413,1.5221413,1.5221413,1.5221413,1.5221413,-23.256697,-23.256697,-23.256697,-23.256697,-23.256697,7.289353,-3.5184622,1.8523605,-1.6066321,-1.6066321,-1.6066321,-1.6066321,-1.6066321
119,-405.48013,145.60425,-66.84357,52.344322,-45.635963,38.099632,-23.582407,24.322752,-13.311206,4.373999,-0.9433345,-3.5668604,12.725638,21.285147,21.285147,21.285147,21.285147,21.285147,-7.305225,2.84271,-2.4457817,2.2296054,2.2296054,2.2296054,2.2296054,2.2296054,-22.593266,-22.593266,-22.593266,-22.593266,-22.593266,7.4452176,-3.5042424,1.819613,-1.5263516,-1.5263516,-1.5263516,-1.5263516,-1.5263516
120,-403.34433,154.70708,-67.16576,61.881664,-44.39087,41.471203,-23.6634,25.195564,-13.357191,6.313312,-0.80358994,-5.620596,11.724818,20.63347,20.63347,20.63347,20.63347,20.63347,-8.079902,2.4089222,-3.3209462,1.8337454,1.8337454,1.8337454,1.8337454,1.8337454,-22.837385,-22.837385,-22.837385,-22.837385,-22.837385,7.739807,-3.5148473,2.1690722,-1.594083,-1.594083,-1.594083,-1.594083,-1.594083
121,-409.76407,151.27379,-73.30977,56.997,-52.359974,38.64249,-28.02502,25.01716,-15.999071,5.8564386,-0.08590107,-3.8819487,12.765118,21.141752,21.141752,21.141752,21.141752,21.141752,-7.4893675,3.3095043,-2.337329,2.8274095,2.8274095,2.8274095,2.8274095,2.8274095,-22.630573,-22.630573,-22.630573,-22.630573,-22.630573,8.034776,-3.4414415,2.1908555,-1.8296852,-1.8296852,-1.8296852,-1.8296852,-1.8296852
122,-401.26523,149.25209,-62.75877,55.809746,-38.413155,37.286034,-20.324278,22.00917,-10.511011,5.4399257,-0.2038356,-5.1627746,10.415207,20.79389,20.79389,20.79389,20.79389,20.79389,-7.8002944,2.327295,-3.0523512,1.527311,1.527311,1.527311,1.527311,1.527311,-22.685295,-22.685295,-22.685295,-22.685295,-22.685295,7.464832,-3.3427377,1.926418,-1.4096737,-1.4096737,-1.4096737,-1.4096737,-1.4096737
123,-404.85297,146.60448,-67.489044,49.37606,-46.298073,35.109158,-23.380808,22.100992,-14.607798,2.395757,-0.81269765,-3.778741,11.788154,21.023663,21.023663,21.023663,21.023663,21.023663,-7.497067,2.9356143,-2.2136145,2.3518698,2.3518698,2.3518698,2.3518698,2.3518698,-22.396734,-22.396734,-22.396734,-22.396734,-22.396734,7.5927925,-3.3934102,1.8413348,-1.4668951,-1.4668951,-1.4668951,-1.4668951,-1.4668951
124,-407.06018,155.55423,-68.10239,63.941616,-44.750088,43.03639,-24.202196,25.630646,-13.778286,5.7809067,-2.6939068,-6.914802,9.817377,20.837534,20.837534,20.837534,20.837534,20.837534,-8.203251,2.1948276,-3.6890697,1.5263854,1.5263854,1.5263854,1.5263854,1.5263854,-23.160975,-23.160975,-23.160975,-23.160975,-23.160975,7.660394,-3.699799,2.1799994,-1.6634775,-1.6634775,-1.6634775,-1.6634775,-1.6634775
125,-405.26523,150.60008,-71.75787,52.982372,-47.208294,36.580143,-26.410143,22.338623,-14.6481495,4.099169,-0.75224483,-3.9165752,11.844287,20.866285,20.866285,20.866285,20.866285,20.866285,-7.586064,3.137528,-2.3571267,2.4632752,2.4632752,2.4632752,2.4632752,2.4632752,-22.381075,-22.381075,-22.381075,-22.381075,-22.381075,7.887618,-3.4832838,2.0863693,-1.5167264,-1.5167264,-1.5167264,-1.5167264,-1.5167264
126,-404.80765,155.45102,-74.43742,62.39364,-47.30595,46.47641,-22.981285,28.389374,-14.7780485,5.3255563,-2.3274198,-5.5068965,11.128102,21.098808,21.098808,21.098808,21.098808,21.098808,-7.75346,2.7367423,-3.5127504,1.6005034,1.6005034,1.6005034,1.6005034,1.6005034,-22.915236,-22.915236,-22.915236,-22.915236,-22.915236,7.394646,-4.3112593,1.9590924,-1.7344509,-1.7344509,-1.7344509,-1.7344509,-1.7344509
127,-409.1532,152.63301,-72.82489,59.29786,-51.066353,40.993664,-27.397926,27.221241,-14.985839,5.2719126,-4.016214,-7.6668897,9.525318,21.216398,21.216398,21.216398,21.216398,21.216398,-7.6068673,2.8590913,-3.0956666,2.0199854,2.0199854,2.0199854,2.0199854,2.0199854,-22.724588,-22.724588,-22.724588,-22.724588,-22.724588,7.8539596,-3.8589606,1.8745968,-2.0156174,-2.0156174,-2.0156174,-2.0156174,-2.0156174
128,-407.39996,150.9066,-67.242226,56.70494,-47.821827,38.169254,-25.679462,23.167116,-13.436115,6.4063454,-0.53863233,-6.5499597,8.762771,20.95378,20.95378,20.95378,20.95378,20.95378,-7.691933,2.8281312,-2.7075415,2.0950272,2.0950272,2.0950272,2.0950272,2.0950272,-22.679535,-22.679535,-22.679535,-22.679535,-22.679535,7.980897,-3.2362566,1.9715021,-1.9406933,-1.9406933,-1.9406933,-1.9406933,-1.9406933
129,-406.85767,158.28581,-69.94422,63.87816,-46.133926,44.98735,-26.424335,24.895342,-14.804712,6.0574255,-0.6741581,-6.6728263,9.973789,20.603157,20.603157,20.603157,20.603157,20.603157,-8.362517,2.4364078,-3.5344143,1.7018795,1.7018795,1.7018795,1.7018795,1.7018795,-23.119839,-23.119839,-23.119839,-23.119839,-23.119839,7.861306,-3.5925877,2.31325,-1.6398203,-1.6398203,-1.6398203,-1.6398203,-1.6398203
130,-406.63077,158.18681,-69.24669,62.659004,-43.45805,42.423264,-26.303808,25.800327,-14.24583,5.5937295,-1.1808022,-5.7952623,10.062403,20.633839,20.633839,20.633839,20.633839,20.633839,-8.365548,2.3811538,-3.4764402,1.6577607,1.6577607,1.6577607,1.6577607,1.6577607,-23.050797,-23.050797,-23.050797,-23.050797,-23.050797,7.8597817,-3.606698,2.313667,-1.5315748,-1.5315748,-1.5315748,-1.5315748,-1.5315748
131,-409.18216,150.11467,-70.97188,57.515137,-50.728687,39.52691,-26.878172,26.644194,-11.564275,8.630081,-0.81812894,-7.740247,7.642542,21.504322,21.504322,21.504322,21.504322,21.504322,-7.0934486,3.3234324,-2.6294937,2.0964904,2.0964904,2.0964904,2.0964904,2.0964904,-22.50201,-22.50201,-22.50201,-22.50201,-22.50201,8.057584,-3.5413535,1.662881,-2.447429,-2.447429,-2.447429,-2.447429,-2.447429
132,-400.5164,152.89664,-75.78168,59.334297,-49.61956,40.3633,-28.439684,23.79093,-15.202422,5.3488007,-1.1689346,-6.9710307,9.501518,20.494196,20.494196,20.494196,20.494196,20.494196,-7.639341,3.1459398,-2.9443529,2.1763449,2.1763449,2.1763449,2.1763449,2.1763449,-22.23379,-22.23379,-22.23379,-22.23379,-22.23379,7.8976684,-3.6906662,2.188425,-1.8268774,-1.8268774,-1.8268774,-1.8268774,-1.8268774
133,-408.4874,152.16872,-71.22834,63.97116,-44.074383,46.017986,-21.621605,27.407324,-11.178053,9.064611,0.23312013,-4.9494905,11.076238,21.603558,21.603558,21.603558,21.603558,21.603558,-7.382341,2.8051364,-3.4370549,1.5511131,1.5511131,1.5511131,1.5511131,1.5511131,-23.244867,-23.244867,-23.244867,-23.244867,-23.244867,7.366088,-4.0051827,1.9794477,-1.8654168,-1.8654168,-1.8654168,-1.8654168,-1.8654168
134,-401.4246,149.20844,-61.598698,58.10059,-39.632114,37.019596,-21.858051,23.146465,-11.842096,4.625619,-1.5956218,-7.592277,9.284738,20.642406,20.642406,20.642406,20.642406,20.642406,-8.019927,2.0215716,-3.3905666,1.3972634,1.3972634,1.3972634,1.3972634,1.3972634,-22.774307,-22.774307,-22.774307,-22.774307,-22.774307,7.4637065,-3.2559001,1.9533552,-1.496514,-1.496514,-1.496514,-1.496514,-1.496514
135,-407.73926,151.01889,-72.39602,55.001396,-52.05158,37.594997,-26.905262,24.82788,-15.195446,5.2548046,-0.0074604857,-3.8681924,11.809669,21.086288,21.086288,21.086288,21.086288,21.086288,-7.444256,3.3543267,-2.2052763,2.7546325,2.7546325,2.7546325,2.7546325,2.7546325,-22.40247,-22.40247,-22.40247,-22.40247,-22.40247,8.039514,-3.442882,2.042581,-1.9109974,-1.9109974,-1.9109974,-1.9109974,-1.9109974
136,-407.20984,150.90257,-71.484375,64.851845,-45.0774,45.233173,-24.4908,28.76714,-13.8779545,7.18375,-1.9664752,-7.0161552,9.146353,21.354828,21.354828,21.354828,21.354828,21.354828,-7.5606475,2.5166695,-3.727087,1.3935381,1.3935381,1.3935381,1.3935381,1.3935381,-23.235641,-23.235641,-23.235641,-23.235641,-23.235641,7.2682357,-4.0019937,2.0512617,-1.8625498,-1.8625498,-1.8625498,-1.8625498,-1.8625498
137,-408.60797,152.99213,-64.68474,61.811214,-41.406723,43.4485,-21.974184,26.166887,-11.975726,6.004508,-0.35594067,-6.5905557,9.837744,21.218527,21.218527,21.218527,21.218527,21.218527,-8.027992,2.1912575,-3.589071,1.2989134,1.2989134,1.2989134,1.2989134,1.2989134,-23.355497,-23.355497,-23.355497,-23.355497,-23.355497,7.4025173,-3.600319,1.9740832,-1.6335151,-1.6335151,-1.6335151,-1.6335151,-1.6335151
138,-403.5578,149.14723,-64.95046,59.825478,-41.06328,41.339725,-20.895359,25.646376,-11.441998,5.73687,-0.6764736,-5.603131,12.152265,21.12642,21.12642,21.12642,21.12642,21.12642,-7.688439,2.3063223,-3.3717728,1.5426978,1.5426978,1.5426978,1.5426978,1.5426978,-22.961506,-22.961506,-22.961506,-22.961506,-22.961506,7.2396865,-3.6351345,1.9182732,-1.496651,-1.496651,-1.496651,-1.496651,-1.496651
139,-404.25986,154.83505,-65.709175,59.496727,-41.7141,40.697395,-22.563427,25.423094,-14.104871,4.7640357,-1.405905,-7.683784,9.028151,20.664604,20.664604,20.664604,20.664604,20.664604,-8.241129,2.215986,-3.5200937,1.3246908,1.3246908,1.3246908,1.3246908,1.3246908,-22.976715,-22.976715,-22.976715,-22.976715,-22.976715,7.5962934,-3.5836036,1.9483336,-1.5658884,-1.5658884,-1.5658884,-1.5658884,-1.5658884
140,-406.30994,155.51598,-67.82601,62.8746,-43.19996,42.25644,-23.160917,28.046825,-12.746498,6.215132,-1.2771868,-6.7457886,9.716968,21.009306,21.009306,21.009306,21.009306,21.009306,-8.026356,2.3819034,-3.5730238,1.4432799,1.4432799,1.4432799,1.4432799,1.4432799,-23.038904,-23.038904,-23.038904,-23.038904,-23.038904,7.6192603,-3.7567682,1.9956356,-1.7769864,-1.7769864,-1.7769864,-1.7769864,-1.7769864
141,-399.9514,136.84381,-77.72899,66.1258,-58.84696,47.670597,-31.178495,28.321924,-14.435141,7.3417234,-3.0113726,-7.664735,10.502939,21.519085,21.519085,21.519085,21.519085,21.519085,-6.2677684,3.1998866,-3.1928296,2.4457939,2.4457939,2.4457939,2.4457939,2.4457939,-22.365807,-22.365807,-22.365807,-22.365807,-22.365807,6.9555955,-3.9578,2.1056197,-2.4191597,-2.4191597,-2.4191597,-2.4191597,-2.4191597
142,-411.3652,151.91873,-72.31311,60.78112,-52.108597,40.386646,-29.044592,27.002945,-13.4531145,8.428809,-1.5780511,-8.527025,7.473943,21.38406,21.38406,21.38406,21.38406,21.38406,-7.3645344,3.1635094,-2.899419,2.1324682,2.1324682,2.1324682,2.1324682,2.1324682,-22.747358,-22.747358,-22.747358,-22.747358,-22.747358,8.136291,-3.5167112,1.9030013,-2.4135268,-2.4135268,-2.4135268,-2.4135268,-2.4135268
143,-404.62,153.19707,-66.40503,60.92774,-42.920227,40.78822,-23.318441,23.687668,-13.122279,5.854763,-1.1596607,-7.474486,9.251351,20.72494,20.72494,20.72494,20.72494,20.72494,-8.073322,2.3042982,-3.4666324,1.5063809,1.5063809,1.5063809,1.5063809,1.5063809,-22.968765,-22.968765,-22.968765,-22.968765,-22.968765,7.6409736,-3.4755735,2.0794954,-1.6309162,-1.6309162,-1.6309162,-1.6309162,-1.6309162
144,-403.84784,153.98608,-65.261734,59.982372,-41.996284,40.898464,-23.795275,22.924253,-13.733306,5.089525,-1.1280954,-6.582959,9.387339,20.518694,20.518694,20.518694,20.518694,20.518694,-8.281937,2.1734626,-3.420211,1.5098308,1.5098308,1.5098308,1.5098308,1.5098308,-22.97942,-22.97942,-22.97942,-22.97942,-22.97942,7.658844,-3.39103,2.1751294,-1.461089,-1.461089,-1.461089,-1.461089,-1.461089
145,-408.60614,153.53586,-70.91987,65.917145,-46.685097,47.731754,-24.618793,29.854254,-13.73725,6.7468314,-0.25685528,-5.281069,11.36198,21.380793,21.380793,21.380793,21.380793,21.380793,-7.761129,2.552655,-3.6099405,1.6461049,1.6461049,1.6461049,1.6461049,1.6461049,-23.324469,-23.324469,-23.324469,-23.324469,-23.324469,7.3304663,-3.9556448,2.1392975,-1.8189626,-1.8189626,-1.8189626,-1.8189626,-1.8189626
146,-402.25876,152.45921,-66.65267,61.373695,-43.595116,41.98181,-23.367487,23.074282,-14.592944,3.8579419,-3.3045425,-8.630512,9.044462,20.494783,20.494783,20.494783,20.494783,20.494783,-8.243285,1.9990345,-3.7769718,1.3271815,1.3271815,1.3271815,1.3271815,1.3271815,-22.96124,-22.96124,-22.96124,-22.96124,-22.96124,7.4270678,-3.626147,2.0901194,-1.4860864,-1.4860864,-1.4860864,-1.4860864,-1.4860864
147,-409.7317,150.74384,-75.19473,59.03528,-51.271225,42.834396,-26.420511,28.874968,-12.711564,4.9011564,-5.0283465,-7.986141,9.598488,21.730358,21.730358,21.730358,21.730358,21.730358,-7.1898518,3.0237179,-3.1919096,1.8304626,1.8304626,1.8304626,1.8304626,1.8304626,-22.65047,-22.65047,-22.65047,-22.65047,-22.65047,7.583345,-4.280255,1.6041999,-2.145608,-2.145608,-2.145608,-2.145608,-2.145608
148,-402.82562,153.97604,-66.96637,60.15939,-45.267223,43.016033,-22.761866,24.783726,-13.086159,6.270119,-1.9106829,-5.8695645,9.381585,20.710775,20.710775,20.710775,20.710775,20.710775,-7.9571505,2.4114127,-3.2977052,1.5854533,1.5854533,1.5854533,1.5854533,1.5854533,-22.781435,-22.781435,-22.781435,-22.781435,-22.781435,7.669164,-3.666845,1.9682304,-1.7610052,-1.7610052,-1.7610052,-1.7610052,-1.7610052
149,-405.75137,149.35893,-67.59362,57.601753,-46.244102,39.90043,-26.500366,22.589516,-14.778458,7.10137,-0.3549309,-3.2965176,12.279818,20.801144,20.801144,20.801144,20.801144,20.801144,-7.681092,2.7178998,-2.663363,2.3551261,2.3551261,2.3551261,2.3551261,2.3551261,-22.837877,-22.837877,-22.837877,-22.837877,-22.837877,7.7952404,-3.2332876,2.312313,-1.4915717,-1.4915717,-1.4915717,-1.4915717,-1.4915717
150,-404.38535,134.8574,-84.0907,63.629078,-53.844585,40.82137,-27.773079,25.474998,-16.569357,3.4715562,-1.9233968,-10.652885,7.6449175,21.882404,21.882404,21.882404,21.882404,21.882404,-6.2202673,3.4566789,-3.4143364,2.0205195,2.0205195,2.0205195,2.0205195,2.0205195,-22.658573,-22.658573,-22.658573,-22.658573,-22.658573,6.551582,-4.214189,2.127566,-2.1765018,-2.1765018,-2.1765018,-2.1765018,-2.1765018
151,-406.8447,149.97997,-71.19361,54.120163,-49.123795,37.96139,-27.825361,24.13081,-14.521593,4.912549,-0.7897799,-4.1704173,12.365819,21.038712,21.038712,21.038712,21.038712,21.038712,-7.4822316,3.156105,-2.3492365,2.5735989,2.5735989,2.5735989,2.5735989,2.5735989,-22.446405,-22.446405,-22.446405,-22.446405,-22.446405,7.921827,-3.446327,2.0421827,-1.660326,-1.660326,-1.660326,-1.660326,-1.660326
152,-396.1621,144.07686,-65.3654,52.972126,-39.89133,34.500893,-23.130762,18.919823,-10.712546,4.2949057,-1.0940459,-8.185871,6.8963304,20.538754,20.538754,20.538754,20.538754,20.538754,-7.441888,2.5638378,-2.9372315,1.4756478,1.4756478,1.4756478,1.4756478,1.4756478,-22.148829,-22.148829,-22.148829,-22.148829,-22.148829,7.4200993,-3.248271,1.8478158,-1.5719824,-1.5719824,-1.5719824,-1.5719824,-1.5719824
153,-405.73566,149.32492,-87.32779,57.055122,-50.651466,38.01422,-29.128925,26.054424,-17.008259,3.36351,-3.5899105,-7.78728,9.125893,21.374249,21.374249,21.374249,21.374249,21.374249,-6.889432,3.820055,-2.9227617,2.1682007,2.1682007,2.1682007,2.1682007,2.1682007,-22.252533,-22.252533,-22.252533,-22.252533,-22.252533,7.5238733,-4.5196447,2.0173848,-1.8383474,-1.8383474,-1.8383474,-1.8383474,-1.8383474
154,-403.14386,145.5508,-68.470955,53.19339,-47.46892,36.253902,-25.110857,23.842705,-11.223064,4.76209,-3.4014816,-9.099854,7.4796667,21.20566,21.20566,21.20566,21.20566,21.20566,-7.129241,2.9177418,-2.7677748,1.801187,1.801187,1.801187,1.801187,1.801187,-22.162533,-22.162533,-22.162533,-22.162533,-22.162533,7.66968,-3.5857773,1.496149,-2.0851564,-2.0851564,-2.0851564,-2.0851564,-2.0851564
155,-402.26175,153.24371,-66.64047,61.66485,-44.447174,42.50506,-23.927477,25.872906,-13.186853,5.0832186,-2.1445951,-8.440898,7.798309,20.674223,20.674223,20.674223,20.674223,20.674223,-8.055756,2.2354517,-3.6269717,1.3153356,1.3153356,1.3153356,1.3153356,1.3153356,-22.805511,-22.805511,-22.805511,-22.805511,-22.805511,7.546166,-3.6397166,1.9413582,-1.821774,-1.821774,-1.821774,-1.821774,-1.821774
156,-408.3865,150.62231,-70.18443,56.72752,-49.13348,39.088947,-25.835165,24.917995,-13.253341,7.1287384,-2.0383844,-9.032343,6.3128953,21.241327,21.241327,21.241327,21.241327,21.241327,-7.391696,3.022953,-2.8848794,1.7870989,1.7870989,1.7870989,1.7870989,1.7870989,-22.630276,-22.630276,-22.630276,-22.630276,-22.630276,7.9491105,-3.5661585,1.6745998,-2.2625961,-2.2625961,-2.2625961,-2.2625961,-2.2625961
157,-409.98627,157.13649,-73.35097,66.00281,-47.69341,48.27517,-23.507536,30.214884,-13.449459,7.745361,0.73674476,-4.259905,11.965614,21.455694,21.455694,21.455694,21.455694,21.455694,-7.754166,2.8667686,-3.446032,1.7841651,1.7841651,1.7841651,1.7841651,1.7841651,-23.287294,-23.287294,-23.287294,-23.287294,-23.287294,7.5416884,-4.0952344,2.1123629,-1.9187014,-1.9187014,-1.9187014,-1.9187014,-1.9187014
158,-408.03183,150.0486,-66.3158,55.14861,-47.219048,36.892185,-27.243252,23.403557,-12.155919,7.7117043,0.8425544,-3.2247198,12.383941,21.05762,21.05762,21.05762,21.05762,21.05762,-7.5063705,3.049339,-2.2097023,2.64235,2.64235,2.64235,2.64235,2.64235,-22.56046,-22.56046,-22.56046,-22.56046,-22.56046,8.154944,-3.0268216,2.1084785,-1.7626542,-1.7626542,-1.7626542,-1.7626542,-1.7626542
159,-406.46762,153.19156,-71.37276,60.772514,-45.33157,45.293453,-21.612795,28.663813,-11.432606,7.9044557,0.298495,-5.0796895,11.583622,21.509962,21.509962,21.509962,21.509962,21.509962,-7.3637767,2.9874854,-3.185274,1.660076,1.660076,1.660076,1.660076,1.660076,-22.902218,-22.902218,-22.902218,-22.902218,-22.902218,7.462652,-4.0697937,1.7469261,-1.9176196,-1.9176196,-1.9176196,-1.9176196,-1.9176196
160,-403.01755,154.98311,-65.25269,58.21971,-45.568085,39.078342,-24.798729,22.533867,-15.731751,3.869269,-1.2445456,-7.263606,10.563162,20.226034,20.226034,20.226034,20.226034,20.226034,-8.441581,2.2684908,-3.171897,1.8990484,1.8990484,1.8990484,1.8990484,1.8990484,-22.737349,-22.737349,-22.737349,-22.737349,-22.737349,7.8996015,-3.2215023,2.151174,-1.4790189,-1.4790189,-1.4790189,-1.4790189,-1.4790189
161,-407.85083,156.17865,-69.93286,65.96874,-44.68713,44.299965,-24.575016,26.318445,-13.351462,6.3241715,-1.3961334,-7.4904027,9.075931,20.95773,20.95773,20.95773,20.95773,20.95773,-8.147703,2.331717,-3.811527,1.4340771,1.4340771,1.4340771,1.4340771,1.4340771,-23.248802,-23.248802,-23.248802,-23.248802,-23.248802,7.6195855,-3.7572844,2.2255385,-1.7739669,-1.7739669,-1.7739669,-1.7739669,-1.7739669
162,-408.64474,155.01117,-69.69719,63.78474,-45.994984,45.717945,-23.425386,27.461994,-12.343032,6.313524,-1.0009835,-5.297691,10.623188,21.283936,21.283936,21.283936,21.283936,21.283936,-7.880067,2.523652,-3.4845703,1.6187686,1.6187686,1.6187686,1.6187686,1.6187686,-23.175348,-23.175348,-23.175348,-23.175348,-23.175348,7.5294876,-3.891143,2.0589547,-1.8168414,-1.8168414,-1.8168414,-1.8168414,-1.8168414
163,-402.16376,152.7668,-68.21054,61.64393,-43.357018,39.329815,-24.702322,23.89576,-12.538628,6.011644,-2.1706233,-7.446947,9.196015,20.609829,20.609829,20.609829,20.609829,20.609829,-7.947442,2.3910923,-3.454616,1.6176854,1.6176854,1.6176854,1.6176854,1.6176854,-22.68645,-22.68645,-22.68645,-22.68645,-22.68645,7.7200155,-3.5296683,2.145609,-1.6796488,-1.6796488,-1.6796488,-1.6796488,-1.6796488
164,-406.68137,155.83148,-65.966156,61.658173,-44.494205,42.198936,-22.926203,24.471708,-13.390866,5.949279,-1.3733398,-6.8439784,9.032147,20.761723,20.761723,20.761723,20.761723,20.761723,-8.243464,2.2620673,-3.4601665,1.5259994,1.5259994,1.5259994,1.5259994,1.5259994,-23.083221,-23.083221,-23.083221,-23.083221,-23.083221,7.765133,-3.5152597,2.0703354,-1.732459,-1.732459,-1.732459,-1.732459,-1.732459
165,-407.5219,152.14146,-64.34207,59.923016,-42.628517,43.947685,-21.470375,24.898907,-12.26176,5.5499034,-0.8116115,-6.28327,9.838116,21.15135,21.15135,21.15135,21.15135,21.15135,-7.9835896,2.211454,-3.4493563,1.3523698,1.3523698,1.3523698,1.3523698,1.3523698,-23.249767,-23.249767,-23.249767,-23.249767,-23.249767,7.3837304,-3.610076,1.8989598,-1.6203874,-1.6203874,-1.6203874,-1.6203874,-1.6203874
166,-401.92664,153.3716,-64.93644,59.817436,-42.403496,40.244724,-23.392302,22.994068,-13.302139,4.609316,-0.8652518,-7.0523334,8.8162565,20.448015,20.448015,20.448015,20.448015,20.448015,-8.246363,2.1935408,-3.40075,1.4942864,1.4942864,1.4942864,1.4942864,1.4942864,-22.809963,-22.809963,-22.809963,-22.809963,-22.809963,7.634064,-3.3615334,2.1204188,-1.5524898,-1.5524898,-1.5524898,-1.5524898,-1.5524898
167,-404.2428,150.69159,-65.30107,58.91922,-41.675102,41.94795,-21.686993,26.249996,-11.236509,5.4717216,-0.048879318,-5.1753826,10.595889,21.149288,21.149288,21.149288,21.149288,21.149288,-7.7339354,2.4307585,-3.233362,1.503532,1.503532,1.503532,1.503532,1.503532,-22.90079,-22.90079,-22.90079,-22.90079,-22.90079,7.345568,-3.6393816,1.8790083,-1.6308702,-1.6308702,-1.6308702,-1.6308702,-1.6308702
168,-406.3821,151.90915,-67.26243,60.73339,-42.507313,44.481213,-20.746456,26.482576,-12.232137,5.9616065,-0.34596887,-4.3867044,11.190727,21.285,21.285,21.285,21.285,21.285,-7.7573347,2.4317033,-3.375354,1.4744736,1.4744736,1.4744736,1.4744736,1.4744736,-23.175081,-23.175081,-23.175081,-23.175081,-23.175081,7.255154,-3.8521857,1.9592559,-1.5895494,-1.5895494,-1.5895494,-1.5895494,-1.5895494
169,-409.2497,151.88689,-72.21433,58.71251,-50.107002,40.24978,-26.908466,23.948303,-15.670337,4.7729697,-2.7133949,-4.6070805,12.006918,21.044178,21.044178,21.044178,21.044178,21.044178,-7.752559,2.8126166,-2.8468838,2.3849986,2.3849986,2.3849986,2.3849986,2.3849986,-22.844482,-22.844482,-22.844482,-22.844482,-22.844482,7.8230824,-3.6375701,2.2292225,-1.6345963,-1.6345963,-1.6345963,-1.6345963,-1.6345963
170,-405.82733,148.99379,-67.715225,51.34286,-46.81845,34.47829,-24.904335,22.342627,-13.006689,4.706584,-0.404697,-3.3305576,12.440428,21.001438,21.001438,21.001438,21.001438,21.001438,-7.4851594,3.0803523,-2.118303,2.58287,2.58287,2.58287,2.58287,2.58287,-22.31522,-22.31522,-22.31522,-22.31522,-22.31522,7.962759,-3.2560163,1.9435894,-1.6055868,-1.6055868,-1.6055868,-1.6055868,-1.6055868
171,-406.9454,151.43874,-70.79034,54.056473,-47.84459,39.770634,-24.839493,23.980196,-14.443445,4.5258255,-2.233356,-4.9679785,11.769976,21.087467,21.087467,21.087467,21.087467,21.087467,-7.595974,2.9441304,-2.6559613,2.166672,2.166672,2.166672,2.166672,2.166672,-22.606245,-22.606245,-22.606245,-22.606245,-22.606245,7.7625422,-3.729994,1.8566376,-1.6138989,-1.6138989,-1.6138989,-1.6138989,-1.6138989
172,-406.1082,153.8832,-65.270744,61.830303,-42.79845,41.9515,-23.01256,25.44401,-12.689888,5.2450595,-1.0768769,-7.1024055,8.525899,20.88322,20.88322,20.88322,20.88322,20.88322,-8.163278,2.178823,-3.5609388,1.3634683,1.3634683,1.3634683,1.3634683,1.3634683,-23.10197,-23.10197,-23.10197,-23.10197,-23.10197,7.557206,-3.5276442,2.0470624,-1.7118803,-1.7118803,-1.7118803,-1.7118803,-1.7118803
173,-405.12283,155.5687,-66.20779,61.565834,-42.50137,42.554577,-23.86309,24.49537,-13.686295,5.346459,-1.1288401,-6.544922,9.41369,20.636738,20.636738,20.636738,20.636738,20.636738,-8.313786,2.1871433,-3.542748,1.4446888,1.4446888,1.4446888,1.4446888,1.4446888,-23.085844,-23.085844,-23.085844,-23.085844,-23.085844,7.6514726,-3.5284102,2.1653636,-1.5325481,-1.5325481,-1.5325481,-1.5325481,-1.5325481
