,mfccs0,mfccs1,mfccs2,mfccs3,mfccs4,mfccs5,mfccs6,mfccs7,mfccs8,mfccs9,mfccs10,mfccs11,mfccs12,delta_mfccs0,delta_mfccs1,delta_mfccs2,delta_mfccs3,delta_mfccs4,delta_mfccs5,delta_mfccs6,delta_mfccs7,delta_mfccs8,delta_mfccs9,delta_mfccs10,delta_mfccs11,delta_mfccs12,delta2_mfccs0,delta2_mfccs1,delta2_mfccs2,delta2_mfccs3,delta2_mfccs4,delta2_mfccs5,delta2_mfccs6,delta2_mfccs7,delta2_mfccs8,delta2_mfccs9,delta2_mfccs10,delta2_mfccs11,delta2_mfccs12,target
467,-481.65298,185.65253,-49.58941,55.16992,-21.103796,25.36966,-11.192974,9.616284,-4.5076094,-0.836037,-0.3908458,-10.47724,2.9798865,23.79109,23.79109,23.79109,23.79109,23.79109,-11.531755,0.7702562,-4.1029305,-0.0009005288,-0.0009005288,-0.0009005288,-0.0009005288,-0.0009005288,-27.503145,-27.503145,-27.503145,-27.503145,-27.503145,9.349664,-2.5651953,2.119584,-0.8001385,-0.8001385,-0.8001385,-0.8001385,-0.8001385,1
468,-509.1092,193.78166,-36.526356,55.943405,-9.719158,23.791437,-4.505131,6.7539673,-1.1552554,-4.51193,3.8254757,-4.7570043,-1.468194,25.043718,25.043718,25.043718,25.043718,25.043718,-13.003765,-0.33113906,-4.2570767,-0.7874359,-0.7874359,-0.7874359,-0.7874359,-0.7874359,-29.68942,-29.68942,-29.68942,-29.68942,-29.68942,9.307763,-1.943243,2.5949667,-0.41034007,-0.41034007,-0.41034007,-0.41034007,-0.41034007,1
469,-495.2271,167.1805,-34.448456,60.8355,-17.681927,42.51881,-9.466708,20.043648,-9.159818,0.2726467,2.3755274,-1.0805775,5.690234,25.57509,25.57509,25.57509,25.57509,25.57509,-11.0855665,-0.66372615,-4.5279565,-0.5566008,-0.5566008,-0.5566008,-0.5566008,-0.5566008,-30.009369,-30.009369,-30.009369,-30.009369,-30.009369,7.245774,-2.4454083,2.4663188,-0.3271666,-0.3271666,-0.3271666,-0.3271666,-0.3271666,1
470,-485.7633,154.08853,-25.52328,68.14145,-30.436485,41.604683,-16.985847,20.614109,-15.672157,9.411289,-3.1885028,-6.299632,6.0183334,24.50799,24.50799,24.50799,24.50799,24.50799,-10.512661,-1.3052216,-4.651558,0.30830333,0.30830333,0.30830333,0.30830333,0.30830333,-29.72761,-29.72761,-29.72761,-29.72761,-29.72761,7.691923,-1.3207664,2.6644418,-1.0220059,-1.0220059,-1.0220059,-1.0220059,-1.0220059,1
471,-507.81003,190.00162,-36.39622,58.426163,-9.8505745,23.931602,-6.2525735,7.668222,-0.3487758,-3.581023,3.3731303,-5.7224984,-0.99754584,25.143959,25.143959,25.143959,25.143959,25.143959,-12.735102,-0.4033989,-4.434083,-0.75913376,-0.75913376,-0.75913376,-0.75913376,-0.75913376,-29.668047,-29.668047,-29.668047,-29.668047,-29.668047,9.153524,-1.8858902,2.6545765,-0.4670021,-0.4670021,-0.4670021,-0.4670021,-0.4670021,1
472,-484.43982,164.52028,-37.263355,60.571247,-20.39126,42.52751,-11.555116,19.869898,-10.387213,-1.232645,0.6433618,-2.048684,5.776801,24.9272,24.9272,24.9272,24.9272,24.9272,-10.915831,-0.60723877,-4.5621376,-0.4293655,-0.4293655,-0.4293655,-0.4293655,-0.4293655,-29.261324,-29.261324,-29.261324,-29.261324,-29.261324,7.11582,-2.5831504,2.4797819,-0.31958458,-0.31958458,-0.31958458,-0.31958458,-0.31958458,1
473,-502.36157,172.4922,-27.346342,48.75285,-25.270664,35.03042,-19.924164,20.85032,-10.256458,-1.7023759,3.1655123,5.939495,9.947213,25.243612,25.243612,25.243612,25.243612,25.243612,-11.599454,-0.22449908,-2.4957128,1.28709,1.28709,1.28709,1.28709,1.28709,-29.308756,-29.308756,-29.308756,-29.308756,-29.308756,8.722454,-1.3311304,2.610583,-0.27832016,-0.27832016,-0.27832016,-0.27832016,-0.27832016,1
474,-509.97543,187.78555,-35.93971,59.590015,-8.802827,21.92596,-5.648851,7.296235,-0.52541363,-1.847439,4.583286,-4.897754,0.044777855,25.32083,25.32083,25.32083,25.32083,25.32083,-12.562044,-0.33825475,-4.336935,-0.56266874,-0.56266874,-0.56266874,-0.56266874,-0.56266874,-29.881943,-29.881943,-29.881943,-29.881943,-29.881943,9.140867,-1.6947104,2.8144073,-0.43208802,-0.43208802,-0.43208802,-0.43208802,-0.43208802,1
475,-496.2189,169.74039,-32.794533,60.929462,-18.547401,41.656532,-10.464724,18.559423,-9.537988,-0.69438154,1.2065767,-2.3052766,4.820613,25.309458,25.309458,25.309458,25.309458,25.309458,-11.477114,-0.8990896,-4.624202,-0.5720762,-0.5720762,-0.5720762,-0.5720762,-0.5720762,-30.021719,-30.021719,-30.021719,-30.021719,-30.021719,7.4916124,-2.278162,2.5135322,-0.31985298,-0.31985298,-0.31985298,-0.31985298,-0.31985298,1
476,-519.9292,184.74669,-29.725311,52.842514,-10.27201,35.06037,-3.6450648,12.531291,-1.8669202,-0.55763316,0.74430686,-6.084894,-2.026937,26.499687,26.499687,26.499687,26.499687,26.499687,-12.19396,-0.7340145,-4.5353093,-1.5794281,-1.5794281,-1.5794281,-1.5794281,-1.5794281,-30.84695,-30.84695,-30.84695,-30.84695,-30.84695,8.546624,-2.3474448,1.7523278,-0.61590886,-0.61590886,-0.61590886,-0.61590886,-0.61590886,1
477,-485.13885,170.17867,-45.92785,63.508953,-17.063087,27.31172,-16.026463,15.012242,-5.7858634,0.1105089,1.7836154,-3.4810033,2.1526382,24.59197,24.59197,24.59197,24.59197,24.59197,-10.930058,0.18175824,-4.259692,0.08671926,0.08671926,0.08671926,0.08671926,0.08671926,-28.477512,-28.477512,-28.477512,-28.477512,-28.477512,8.212596,-2.179413,3.084444,-0.6019573,-0.6019573,-0.6019573,-0.6019573,-0.6019573,1
478,-503.97882,171.61104,-23.476418,47.60313,-26.680567,34.081387,-20.33796,23.354382,-3.9297707,1.6709616,-4.2076163,-5.661561,4.3390822,25.803024,25.803024,25.803024,25.803024,25.803024,-11.054587,-0.43244523,-3.2342095,0.257117,0.257117,0.257117,0.257117,0.257117,-28.920332,-28.920332,-28.920332,-28.920332,-28.920332,9.112727,-1.6342002,1.3367785,-1.2491204,-1.2491204,-1.2491204,-1.2491204,-1.2491204,1
479,-507.07404,168.37375,-21.289343,48.24132,-26.687328,34.308067,-20.515789,25.572828,-1.7705101,3.7726314,-3.3665755,-4.284786,6.8092275,26.34042,26.34042,26.34042,26.34042,26.34042,-10.650224,-0.34361005,-3.0411294,0.5117649,0.5117649,0.5117649,0.5117649,0.5117649,-29.058817,-29.058817,-29.058817,-29.058817,-29.058817,9.057269,-1.5287117,1.262274,-1.3394536,-1.3394536,-1.3394536,-1.3394536,-1.3394536,1
480,-496.40256,183.53493,-37.805294,61.54478,-15.357175,28.602402,-8.399024,8.421141,-3.9083295,-2.2714372,3.7145324,-5.791075,0.59082824,24.508429,24.508429,24.508429,24.508429,24.508429,-12.347061,-0.37754864,-4.4897547,-0.43089807,-0.43089807,-0.43089807,-0.43089807,-0.43089807,-29.265663,-29.265663,-29.265663,-29.265663,-29.265663,8.778057,-1.833168,2.8349779,-0.5252832,-0.5252832,-0.5252832,-0.5252832,-0.5252832,1
481,-525.1678,181.15019,-24.697542,61.89705,-9.420156,30.645565,-8.048393,14.342372,-1.4254973,2.307037,4.0481944,-6.694186,-2.9956043,26.609875,26.609875,26.609875,26.609875,26.609875,-12.321568,-1.0683495,-4.7335677,-1.2360535,-1.2360535,-1.2360535,-1.2360535,-1.2360535,-31.383156,-31.383156,-31.383156,-31.383156,-31.383156,8.718787,-1.3978679,2.4213514,-0.8712339,-0.8712339,-0.8712339,-0.8712339,-0.8712339,1
482,-488.81366,177.13878,-42.414757,63.87247,-17.176327,29.267532,-8.941379,7.8965816,-2.047179,-0.63405234,4.1550665,-3.8965044,1.4120212,24.528019,24.528019,24.528019,24.528019,24.528019,-11.561757,0.027451139,-4.333178,-0.124607705,-0.124607705,-0.124607705,-0.124607705,-0.124607705,-28.739958,-28.739958,-28.739958,-28.739958,-28.739958,8.474885,-2.0081747,3.0042949,-0.66673654,-0.66673654,-0.66673654,-0.66673654,-0.66673654,1
483,-501.45963,185.5174,-37.17687,60.469547,-12.445953,27.398087,-7.7383313,7.517422,-3.2417002,-4.938859,3.2796884,-4.5556273,0.32810405,24.744623,24.744623,24.744623,24.744623,24.744623,-12.686935,-0.59785247,-4.551684,-0.5864192,-0.5864192,-0.5864192,-0.5864192,-0.5864192,-29.579876,-29.579876,-29.579876,-29.579876,-29.579876,8.711135,-1.8911299,2.9395328,-0.26566017,-0.26566017,-0.26566017,-0.26566017,-0.26566017,1
484,-526.0586,185.13408,-23.326866,56.65075,-11.910403,30.78529,-6.039571,8.764708,-6.195197,1.7198758,5.8314104,-3.1819646,1.4879295,25.984243,25.984243,25.984243,25.984243,25.984243,-12.869384,-0.9791614,-4.073198,-0.52685505,-0.52685505,-0.52685505,-0.52685505,-0.52685505,-31.513178,-31.513178,-31.513178,-31.513178,-31.513178,9.072244,-1.05626,2.656339,-0.3274344,-0.3274344,-0.3274344,-0.3274344,-0.3274344,1
485,-501.73578,169.86638,-22.502384,52.19022,-27.460114,37.18677,-18.537683,24.123863,-4.0788155,1.8879791,-4.6130214,-8.882162,0.86984897,25.772104,25.772104,25.772104,25.772104,25.772104,-11.064219,-0.7608264,-3.8647828,-0.32122517,-0.32122517,-0.32122517,-0.32122517,-0.32122517,-29.105547,-29.105547,-29.105547,-29.105547,-29.105547,8.767897,-1.7313845,1.2500409,-1.5623691,-1.5623691,-1.5623691,-1.5623691,-1.5623691,1
486,-516.3012,179.62152,-24.289011,48.322346,-8.7894945,32.46199,1.7298955,11.770358,-4.2092524,-5.8635736,2.3286827,1.0568485,2.7403724,26.349863,26.349863,26.349863,26.349863,26.349863,-12.404761,-1.1269689,-3.971629,-1.0755386,-1.0755386,-1.0755386,-1.0755386,-1.0755386,-30.847664,-30.847664,-30.847664,-30.847664,-30.847664,7.9129143,-2.1650121,2.015901,0.035838827,0.035838827,0.035838827,0.035838827,0.035838827,1
487,-490.39676,167.63708,-39.097263,57.717144,-21.41698,43.555573,-7.426646,19.402262,-11.634392,-2.7028923,1.1743382,0.05305566,6.4104257,25.32541,25.32541,25.32541,25.32541,25.32541,-11.026845,-0.41269726,-4.3267846,-0.40168518,-0.40168518,-0.40168518,-0.40168518,-0.40168518,-29.585936,-29.585936,-29.585936,-29.585936,-29.585936,7.0677724,-2.887622,2.3485672,-0.25131196,-0.25131196,-0.25131196,-0.25131196,-0.25131196,1
488,-522.8831,186.04633,-28.710287,55.327938,-12.044795,33.951313,-1.5552216,14.510304,-1.9428697,-3.7868593,1.8057132,-2.082902,0.26014996,26.70144,26.70144,26.70144,26.70144,26.70144,-12.502936,-0.90862584,-4.399264,-1.1743027,-1.1743027,-1.1743027,-1.1743027,-1.1743027,-31.008568,-31.008568,-31.008568,-31.008568,-31.008568,8.4029455,-2.3233383,2.050072,-0.54618245,-0.54618245,-0.54618245,-0.54618245,-0.54618245,1
489,-537.67255,183.4355,-18.015436,61.492615,-6.394953,29.781725,-7.82121,7.22076,-1.6899916,4.694374,6.346465,-4.5261865,-2.243945,26.732725,26.732725,26.732725,26.732725,26.732725,-12.932635,-1.4349693,-4.4982405,-1.0085123,-1.0085123,-1.0085123,-1.0085123,-1.0085123,-32.43426,-32.43426,-32.43426,-32.43426,-32.43426,9.147255,-0.5873609,2.8921797,-0.48064902,-0.48064902,-0.48064902,-0.48064902,-0.48064902,1
490,-500.1598,173.14359,-34.423367,56.408787,-18.992636,41.735153,-6.9997487,18.107065,-10.711214,-2.4516256,1.7069312,-0.1988205,5.2928743,25.54764,25.54764,25.54764,25.54764,25.54764,-11.597583,-0.65208817,-4.2736125,-0.5300869,-0.5300869,-0.5300869,-0.5300869,-0.5300869,-30.136024,-30.136024,-30.136024,-30.136024,-30.136024,7.5205054,-2.549896,2.3323722,-0.22167672,-0.22167672,-0.22167672,-0.22167672,-0.22167672,1
491,-496.84085,167.80359,-23.358059,54.78351,-29.922787,30.398905,-19.10055,25.435478,-6.367898,5.4763045,0.5179423,-9.89273,-0.31000096,25.315298,25.315298,25.315298,25.315298,25.315298,-10.770208,-0.1711876,-3.4082553,0.28090084,0.28090084,0.28090084,0.28090084,0.28090084,-28.673481,-28.673481,-28.673481,-28.673481,-28.673481,9.150264,-1.0704602,1.4899573,-2.0615938,-2.0615938,-2.0615938,-2.0615938,-2.0615938,1
492,-503.15515,187.59288,-36.47515,60.918686,-12.746697,25.9039,-9.21569,6.737519,-3.0603096,-4.6673417,3.6129532,-4.9128685,-0.043094378,24.621958,24.621958,24.621958,24.621958,24.621958,-12.893795,-0.6033212,-4.4872394,-0.45639116,-0.45639116,-0.45639116,-0.45639116,-0.45639116,-29.587107,-29.587107,-29.587107,-29.587107,-29.587107,9.002597,-1.6677845,3.048216,-0.3037703,-0.3037703,-0.3037703,-0.3037703,-0.3037703,1
493,-500.29236,166.80269,-23.108624,55.63913,-28.576357,35.97248,-20.645702,22.722878,-2.6463242,9.311926,1.3001891,-7.8893714,-4.656673,25.726732,25.726732,25.726732,25.726732,25.726732,-10.4413,-0.04559831,-3.3301017,-0.09043316,-0.09043316,-0.09043316,-0.09043316,-0.09043316,-28.9858,-28.9858,-28.9858,-28.9858,-28.9858,9.18042,-1.0629965,1.5698955,-2.3178444,-2.3178444,-2.3178444,-2.3178444,-2.3178444,1
494,-469.65082,174.47336,-51.312347,59.698082,-25.59743,27.144173,-22.377613,12.693343,-5.49154,-1.524207,-0.35838294,-7.5901804,4.1448936,23.276876,23.276876,23.276876,23.276876,23.276876,-10.955292,0.7651657,-3.89811,0.74311906,0.74311906,0.74311906,0.74311906,0.74311906,-26.77201,-26.77201,-26.77201,-26.77201,-26.77201,8.957813,-2.2089548,2.797142,-0.7834407,-0.7834407,-0.7834407,-0.7834407,-0.7834407,1
495,-512.4371,176.81732,-27.3938,59.047592,-14.452298,37.541187,-6.4596725,17.714634,-7.105052,-2.8136964,1.358474,-2.6544626,2.6670425,26.07303,26.07303,26.07303,26.07303,26.07303,-12.205519,-1.2617805,-4.6788507,-0.95002705,-0.95002705,-0.95002705,-0.95002705,-0.95002705,-30.882233,-30.882233,-30.882233,-30.882233,-30.882233,7.8380766,-2.106166,2.3502998,-0.33806363,-0.33806363,-0.33806363,-0.33806363,-0.33806363,1
496,-499.9579,171.8052,-27.358973,47.672005,-28.359945,34.30683,-20.543188,22.536274,-8.077357,-0.36537874,3.52276,7.8488746,10.529279,25.333029,25.333029,25.333029,25.333029,25.333029,-11.221537,0.1368233,-2.0087166,1.6902212,1.6902212,1.6902212,1.6902212,1.6902212,-28.804806,-28.804806,-28.804806,-28.804806,-28.804806,8.951972,-1.2992169,2.4783907,-0.6133406,-0.6133406,-0.6133406,-0.6133406,-0.6133406,1
497,-503.25854,171.29465,-29.559597,47.385593,-25.94599,36.87151,-18.893032,22.01316,-7.954745,-2.9243832,-0.7886953,3.832388,11.463497,25.736496,25.736496,25.736496,25.736496,25.736496,-11.262558,-0.2453697,-2.7899072,1.0298618,1.0298618,1.0298618,1.0298618,1.0298618,-29.191877,-29.191877,-29.191877,-29.191877,-29.191877,8.487901,-1.9274818,2.1461747,-0.27823162,-0.27823162,-0.27823162,-0.27823162,-0.27823162,1
498,-450.22247,156.52498,-65.938446,57.515,-30.36955,33.887627,-22.457588,16.272812,-9.19175,3.5204535,2.9830139,-5.406329,2.020412,23.445013,23.445013,23.445013,23.445013,23.445013,-8.605841,2.307383,-3.3182688,0.8301138,0.8301138,0.8301138,0.8301138,0.8301138,-25.74307,-25.74307,-25.74307,-25.74307,-25.74307,7.760535,-3.0791974,2.55553,-1.2797852,-1.2797852,-1.2797852,-1.2797852,-1.2797852,1
499,-543.59735,184.47763,-16.635937,61.548424,-4.9438844,28.97238,-7.782282,11.028205,-2.508013,-3.5573816,2.5594478,-7.924847,-4.0485716,27.15234,27.15234,27.15234,27.15234,27.15234,-13.560585,-2.193472,-5.2528057,-1.6835426,-1.6835426,-1.6835426,-1.6835426,-1.6835426,-32.82909,-32.82909,-32.82909,-32.82909,-32.82909,8.632129,-0.98041886,2.674935,-0.30198506,-0.30198506,-0.30198506,-0.30198506,-0.30198506,1
500,-504.23538,160.2359,-7.576197,47.94611,-23.647635,30.40109,-22.512987,14.363026,-8.326822,2.9782746,7.011823,6.4020305,6.0041595,24.976618,24.976618,24.976618,24.976618,24.976618,-11.621899,-1.0324644,-1.9142902,1.5712477,1.5712477,1.5712477,1.5712477,1.5712477,-29.75711,-29.75711,-29.75711,-29.75711,-29.75711,8.954353,0.6184711,2.9767935,-0.52089137,-0.52089137,-0.52089137,-0.52089137,-0.52089137,1
501,-497.1205,183.0457,-39.081024,61.495487,-16.147541,29.358953,-9.172581,10.104247,-2.2366018,-1.8650337,3.810388,-5.490734,-0.17791241,24.806528,24.806528,24.806528,24.806528,24.806528,-12.081953,-0.16581236,-4.3930516,-0.44456485,-0.44456485,-0.44456485,-0.44456485,-0.44456485,-29.146093,-29.146093,-29.146093,-29.146093,-29.146093,8.775542,-1.9708102,2.713621,-0.74128187,-0.74128187,-0.74128187,-0.74128187,-0.74128187,1
502,-513.85394,182.2119,-32.14251,55.549725,-14.5058775,36.19967,-2.2370133,13.147698,-6.1889186,-4.153909,2.3038216,0.83700424,3.0954108,26.065474,26.065474,26.065474,26.065474,26.065474,-12.335628,-0.7957272,-4.2180142,-0.731713,-0.731713,-0.731713,-0.731713,-0.731713,-30.710539,-30.710539,-30.710539,-30.710539,-30.710539,8.070044,-2.3903012,2.4184737,-0.19456032,-0.19456032,-0.19456032,-0.19456032,-0.19456032,1
503,-500.87994,172.99692,-29.268408,48.35555,-25.786314,34.12971,-19.662855,21.433336,-8.483397,-1.7809741,2.6696184,6.800557,9.953362,25.331345,25.331345,25.331345,25.331345,25.331345,-11.407958,-0.012466737,-2.3582346,1.373698,1.373698,1.373698,1.373698,1.373698,-28.99618,-28.99618,-28.99618,-28.99618,-28.99618,8.791157,-1.5062795,2.5402246,-0.40105432,-0.40105432,-0.40105432,-0.40105432,-0.40105432,1
504,-495.12592,185.48688,-42.305683,56.444653,-16.530422,22.86035,-8.921486,7.725894,-2.9502475,-2.4366782,4.7653713,-5.6483746,0.51846534,24.47673,24.47673,24.47673,24.47673,24.47673,-12.057609,0.39443532,-3.818459,-0.0019913355,-0.0019913355,-0.0019913355,-0.0019913355,-0.0019913355,-28.574465,-28.574465,-28.574465,-28.574465,-28.574465,9.243994,-1.8587965,2.6490316,-0.70457524,-0.70457524,-0.70457524,-0.70457524,-0.70457524,1
505,-541.1267,189.68944,-18.86768,54.166092,-6.814384,26.904854,-4.530112,9.333448,0.78905785,3.3705962,8.009181,-2.89772,-3.1174774,27.133484,27.133484,27.133484,27.133484,27.133484,-12.89477,-0.7873928,-3.7588983,-0.9250727,-0.9250727,-0.9250727,-0.9250727,-0.9250727,-32.015217,-32.015217,-32.015217,-32.015217,-32.015217,9.579856,-0.8193235,2.3346393,-0.80005336,-0.80005336,-0.80005336,-0.80005336,-0.80005336,1
506,-542.51764,188.8593,-19.357756,51.101196,-5.803984,26.090149,-4.2486577,8.929699,-0.8161899,-0.4657335,5.2644343,-3.4921668,-2.717669,27.203735,27.203735,27.203735,27.203735,27.203735,-13.074385,-1.0566149,-3.914125,-1.1128489,-1.1128489,-1.1128489,-1.1128489,-1.1128489,-32.11287,-32.11287,-32.11287,-32.11287,-32.11287,9.313088,-1.0769862,2.2333097,-0.46777108,-0.46777108,-0.46777108,-0.46777108,-0.46777108,1
507,-501.64832,169.95062,-31.377003,62.278244,-16.623085,40.87496,-9.724652,19.711079,-8.253993,-0.4711931,1.4254632,-2.5559084,3.9853323,25.746002,25.746002,25.746002,25.746002,25.746002,-11.509235,-1.0244025,-4.773544,-0.7623497,-0.7623497,-0.7623497,-0.7623497,-0.7623497,-30.393858,-30.393858,-30.393858,-30.393858,-30.393858,7.451309,-2.2563782,2.4978945,-0.39226922,-0.39226922,-0.39226922,-0.39226922,-0.39226922,1
508,-505.0668,186.79843,-35.059853,61.07051,-13.011013,26.09344,-8.408721,7.6369596,-2.428076,-4.5909653,3.5783951,-4.798642,0.18570359,24.856594,24.856594,24.856594,24.856594,24.856594,-12.832118,-0.66203403,-4.4849424,-0.46905115,-0.46905115,-0.46905115,-0.46905115,-0.46905115,-29.702656,-29.702656,-29.702656,-29.702656,-29.702656,8.943724,-1.6620208,2.9633129,-0.37797156,-0.37797156,-0.37797156,-0.37797156,-0.37797156,1
509,-472.2725,166.33153,-46.999203,60.20412,-29.12185,38.634167,-13.952758,10.812411,-12.510312,0.48943135,1.9070776,-5.010609,3.7718472,23.616905,23.616905,23.616905,23.616905,23.616905,-10.725267,0.3647062,-4.0436525,0.36728582,0.36728582,0.36728582,0.36728582,0.36728582,-28.017551,-28.017551,-28.017551,-28.017551,-28.017551,7.8915,-2.307801,2.760931,-0.6926294,-0.6926294,-0.6926294,-0.6926294,-0.6926294,1
510,-514.3707,193.23619,-32.34568,58.058887,-10.013111,22.139967,-7.4909186,5.887524,-0.34742895,-3.919828,4.285107,-4.3266025,-0.36497912,25.13063,25.13063,25.13063,25.13063,25.13063,-13.240831,-0.60556793,-4.193723,-0.45104134,-0.45104134,-0.45104134,-0.45104134,-0.45104134,-30.005775,-30.005775,-30.005775,-30.005775,-30.005775,9.556719,-1.4079812,2.8877668,-0.360928,-0.360928,-0.360928,-0.360928,-0.360928,1
511,-460.20026,148.56245,-80.16696,63.570255,-22.799997,38.547485,-13.76768,10.131789,-6.3715544,5.7654266,4.6608377,-3.3681827,5.3251715,25.129976,25.129976,25.129976,25.129976,25.129976,-7.460775,2.838965,-4.058987,0.32073906,0.32073906,0.32073906,0.32073906,0.32073906,-27.016613,-27.016613,-27.016613,-27.016613,-27.016613,6.442631,-4.215678,2.9089,-0.677504,-0.677504,-0.677504,-0.677504,-0.677504,1
512,-508.61078,192.56906,-36.277157,56.737103,-11.992607,23.996922,-6.830689,6.0270104,-2.2535398,-5.201923,4.5873055,-3.0083234,0.41766238,24.865927,24.865927,24.865927,24.865927,24.865927,-13.087856,-0.34751672,-4.0510416,-0.32946002,-0.32946002,-0.32946002,-0.32946002,-0.32946002,-29.657558,-29.657558,-29.657558,-29.657558,-29.657558,9.338765,-1.7021503,2.891992,-0.2774608,-0.2774608,-0.2774608,-0.2774608,-0.2774608,1
513,-502.92557,185.36916,-38.02236,60.482155,-13.320084,27.516047,-7.3856134,9.477629,-1.116731,-2.9504411,4.0394573,-4.453106,0.950212,25.131136,25.131136,25.131136,25.131136,25.131136,-12.310601,-0.2613704,-4.3721085,-0.4734034,-0.4734034,-0.4734034,-0.4734034,-0.4734034,-29.470911,-29.470911,-29.470911,-29.470911,-29.470911,8.821965,-1.9794048,2.7322757,-0.53414315,-0.53414315,-0.53414315,-0.53414315,-0.53414315,1
514,-504.70633,191.66495,-37.23167,56.991528,-14.066219,24.717834,-6.208291,8.079981,-1.1954564,-3.687712,4.2326097,-5.16225,-0.28815472,24.884361,24.884361,24.884361,24.884361,24.884361,-12.721119,-0.11794876,-4.091948,-0.42356476,-0.42356476,-0.42356476,-0.42356476,-0.42356476,-29.279762,-29.279762,-29.279762,-29.279762,-29.279762,9.359547,-1.8661269,2.5506659,-0.64932334,-0.64932334,-0.64932334,-0.64932334,-0.64932334,1
515,-502.71988,171.51672,-23.722792,49.927357,-26.616806,35.674747,-19.246689,21.844324,-4.6490917,1.1313828,-4.3089256,-7.0775466,1.6701703,25.63276,25.63276,25.63276,25.63276,25.63276,-11.218603,-0.64379084,-3.593085,-0.09910653,-0.09910653,-0.09910653,-0.09910653,-0.09910653,-29.07348,-29.07348,-29.07348,-29.07348,-29.07348,8.934101,-1.6671865,1.4246911,-1.314904,-1.314904,-1.314904,-1.314904,-1.314904,1
516,-521.8582,186.60661,-28.815514,52.94804,-12.636177,33.49943,0.12524581,13.218791,-3.6488936,-4.8861513,1.8391805,-0.05120786,1.5173031,26.518446,26.518446,26.518446,26.518446,26.518446,-12.619472,-0.88649786,-4.151937,-0.9785845,-0.9785845,-0.9785845,-0.9785845,-0.9785845,-30.958405,-30.958405,-30.958405,-30.958405,-30.958405,8.385898,-2.349217,2.1042256,-0.34974745,-0.34974745,-0.34974745,-0.34974745,-0.34974745,1
517,-506.69305,190.52708,-36.411045,57.325153,-11.858301,24.159899,-5.99329,7.1310453,-1.8453845,-4.0844526,4.579263,-4.49193,-0.31687224,24.94788,24.94788,24.94788,24.94788,24.94788,-12.821206,-0.2878434,-4.1716075,-0.49766937,-0.49766937,-0.49766937,-0.49766937,-0.49766937,-29.576439,-29.576439,-29.576439,-29.576439,-29.576439,9.21478,-1.777177,2.7238312,-0.44762173,-0.44762173,-0.44762173,-0.44762173,-0.44762173,1
518,-499.0235,183.59103,-37.678703,62.490864,-14.8254175,28.883007,-9.00861,9.980703,-2.4744449,-2.6040199,3.4568868,-5.591204,0.082136065,24.818293,24.818293,24.818293,24.818293,24.818293,-12.306183,-0.4157108,-4.5653543,-0.5241025,-0.5241025,-0.5241025,-0.5241025,-0.5241025,-29.372921,-29.372921,-29.372921,-29.372921,-29.372921,8.732273,-1.9071752,2.8116379,-0.60880995,-0.60880995,-0.60880995,-0.60880995,-0.60880995,1
519,-504.0662,186.29918,-36.487343,60.19787,-13.924318,28.27155,-7.6898656,8.795301,-2.3358243,-2.9129922,4.4267716,-5.2779565,0.035448663,25.001308,25.001308,25.001308,25.001308,25.001308,-12.51608,-0.3662564,-4.3977513,-0.5380745,-0.5380745,-0.5380745,-0.5380745,-0.5380745,-29.622665,-29.622665,-29.622665,-29.622665,-29.622665,8.902848,-1.8245884,2.7336297,-0.5521888,-0.5521888,-0.5521888,-0.5521888,-0.5521888,1
520,-506.0097,171.36024,-23.43571,49.81693,-25.834917,34.24759,-20.02704,22.529005,-4.197824,1.9434067,-2.371309,-4.9154477,3.9327755,25.866697,25.866697,25.866697,25.866697,25.866697,-11.145361,-0.46345595,-3.2886305,0.27179208,0.27179208,0.27179208,0.27179208,0.27179208,-29.20624,-29.20624,-29.20624,-29.20624,-29.20624,9.036799,-1.4819775,1.5833604,-1.213902,-1.213902,-1.213902,-1.213902,-1.213902,1
521,-506.76508,170.40933,-25.231642,46.903378,-25.975866,35.069126,-19.211641,21.987633,-5.1852694,1.5785087,0.30930984,1.0872281,9.399083,26.020998,26.020998,26.020998,26.020998,26.020998,-10.970858,-0.08851832,-2.6227322,0.96978134,0.96978134,0.96978134,0.96978134,0.96978134,-29.234415,-29.234415,-29.234415,-29.234415,-29.234415,8.914325,-1.5041019,1.8309195,-0.77219874,-0.77219874,-0.77219874,-0.77219874,-0.77219874,1
522,-502.45773,167.08972,-26.008356,48.477596,-27.186129,36.5857,-17.943792,25.43103,-6.1574736,0.59959096,-2.0655248,-0.3587862,8.673381,26.07437,26.07437,26.07437,26.07437,26.07437,-10.720978,-0.28266752,-3.002827,0.65882784,0.65882784,0.65882784,0.65882784,0.65882784,-29.100252,-29.100252,-29.100252,-29.100252,-29.100252,8.472652,-1.8856885,1.6151162,-0.9178898,-0.9178898,-0.9178898,-0.9178898,-0.9178898,1
523,-485.37247,152.84059,-31.485336,67.90296,-33.55742,32.386345,-21.94751,29.743444,-4.4072304,-3.072346,-0.5904986,-6.880081,0.21142961,25.635475,25.635475,25.635475,25.635475,25.635475,-10.118776,-0.56148493,-4.2268085,0.45290577,0.4529058,0.4529058,0.4529058,0.4529058,-28.229546,-28.229546,-28.229546,-28.229546,-28.229546,7.4825726,-1.6403638,2.3555303,-2.0348568,-2.0348568,-2.0348568,-2.0348568,-2.0348568,1
