,file,state,machine_type,machine,dB,file_path
7322,00000512.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000512.wav
7323,00000513.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000513.wav
7324,00000514.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000514.wav
7325,00000515.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000515.wav
7326,00000516.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000516.wav
7327,00000517.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000517.wav
7328,00000518.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000518.wav
7329,00000519.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000519.wav
7330,00000520.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000520.wav
7331,00000521.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000521.wav
7332,00000522.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000522.wav
7333,00000523.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000523.wav
7334,00000524.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000524.wav
7335,00000525.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000525.wav
7336,00000526.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000526.wav
7337,00000527.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000527.wav
7338,00000528.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000528.wav
7339,00000529.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000529.wav
7340,00000530.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000530.wav
7341,00000531.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000531.wav
7342,00000532.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000532.wav
7343,00000533.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000533.wav
7344,00000534.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000534.wav
7345,00000535.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000535.wav
7346,00000536.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000536.wav
7347,00000537.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000537.wav
7348,00000538.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000538.wav
7349,00000539.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000539.wav
7350,00000540.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000540.wav
7351,00000541.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000541.wav
7352,00000542.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000542.wav
7353,00000543.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000543.wav
7354,00000544.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000544.wav
7355,00000545.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000545.wav
7356,00000546.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000546.wav
7357,00000547.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000547.wav
7358,00000548.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000548.wav
7359,00000549.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000549.wav
7360,00000550.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000550.wav
7361,00000551.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000551.wav
7362,00000552.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000552.wav
7363,00000553.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000553.wav
7364,00000554.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000554.wav
7365,00000555.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000555.wav
7366,00000556.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000556.wav
7367,00000557.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000557.wav
7368,00000558.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000558.wav
7369,00000559.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000559.wav
7370,00000560.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000560.wav
7371,00000561.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000561.wav
7372,00000562.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000562.wav
7373,00000563.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000563.wav
7374,00000564.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000564.wav
7375,00000565.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000565.wav
7376,00000566.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000566.wav
7377,00000567.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000567.wav
7378,00000568.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000568.wav
7379,00000569.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000569.wav
7380,00000570.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000570.wav
7381,00000571.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000571.wav
7382,00000572.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000572.wav
7383,00000573.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000573.wav
7384,00000574.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000574.wav
7385,00000575.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000575.wav
7386,00000576.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000576.wav
7387,00000577.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000577.wav
7388,00000578.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000578.wav
7389,00000579.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000579.wav
7390,00000580.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000580.wav
7391,00000581.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000581.wav
7392,00000582.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000582.wav
7393,00000583.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000583.wav
7394,00000584.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000584.wav
7395,00000585.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000585.wav
7396,00000586.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000586.wav
7397,00000587.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000587.wav
7398,00000588.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000588.wav
7399,00000589.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000589.wav
7400,00000590.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000590.wav
7401,00000591.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000591.wav
7402,00000592.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000592.wav
7403,00000593.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000593.wav
7404,00000594.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000594.wav
7405,00000595.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000595.wav
7406,00000596.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000596.wav
7407,00000597.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000597.wav
7408,00000598.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000598.wav
7409,00000599.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000599.wav
7410,00000600.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000600.wav
7411,00000601.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000601.wav
7412,00000602.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000602.wav
7413,00000603.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000603.wav
7414,00000604.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000604.wav
7415,00000605.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000605.wav
7416,00000606.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000606.wav
7417,00000607.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000607.wav
7418,00000608.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000608.wav
7419,00000609.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000609.wav
7420,00000610.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000610.wav
7421,00000611.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000611.wav
7422,00000612.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000612.wav
7423,00000613.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000613.wav
7424,00000614.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000614.wav
7425,00000615.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000615.wav
7426,00000616.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000616.wav
7427,00000617.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000617.wav
7428,00000618.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000618.wav
7429,00000619.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000619.wav
7430,00000620.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000620.wav
7431,00000621.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000621.wav
7432,00000622.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000622.wav
7433,00000623.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000623.wav
7434,00000624.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000624.wav
7435,00000625.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000625.wav
7436,00000626.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000626.wav
7437,00000627.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000627.wav
7438,00000628.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000628.wav
7439,00000629.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000629.wav
7440,00000630.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000630.wav
7441,00000631.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000631.wav
7442,00000632.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000632.wav
7443,00000633.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000633.wav
7444,00000634.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000634.wav
7445,00000635.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000635.wav
7446,00000636.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000636.wav
7447,00000637.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000637.wav
7448,00000638.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000638.wav
7449,00000639.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000639.wav
7450,00000640.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000640.wav
7451,00000641.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000641.wav
7452,00000642.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000642.wav
7453,00000643.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000643.wav
7454,00000644.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000644.wav
7455,00000645.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000645.wav
7456,00000646.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000646.wav
7457,00000647.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000647.wav
7458,00000648.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000648.wav
7459,00000649.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000649.wav
7460,00000650.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000650.wav
7461,00000651.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000651.wav
7462,00000652.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000652.wav
7463,00000653.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000653.wav
7464,00000654.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000654.wav
7465,00000655.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000655.wav
7466,00000656.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000656.wav
7467,00000657.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000657.wav
7468,00000658.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000658.wav
7469,00000659.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000659.wav
7470,00000660.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000660.wav
7471,00000661.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000661.wav
7472,00000662.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000662.wav
7473,00000663.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000663.wav
7474,00000664.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000664.wav
7475,00000665.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000665.wav
7476,00000666.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000666.wav
7477,00000667.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000667.wav
7478,00000668.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000668.wav
7479,00000669.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000669.wav
7480,00000670.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000670.wav
7481,00000671.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000671.wav
7482,00000672.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000672.wav
7483,00000673.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000673.wav
7484,00000674.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000674.wav
7485,00000675.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000675.wav
7486,00000676.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000676.wav
7487,00000677.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000677.wav
7488,00000678.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000678.wav
7489,00000679.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000679.wav
7490,00000680.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000680.wav
7491,00000681.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000681.wav
7492,00000682.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000682.wav
7493,00000683.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000683.wav
7494,00000684.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000684.wav
7495,00000685.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000685.wav
7496,00000686.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000686.wav
7497,00000687.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000687.wav
7498,00000688.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000688.wav
7499,00000689.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000689.wav
7500,00000690.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000690.wav
7501,00000691.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000691.wav
7502,00000692.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000692.wav
7503,00000693.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000693.wav
7504,00000694.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000694.wav
7505,00000695.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000695.wav
7506,00000696.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000696.wav
7507,00000697.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000697.wav
7508,00000698.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000698.wav
7509,00000699.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000699.wav
7510,00000700.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000700.wav
7511,00000701.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000701.wav
7512,00000702.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000702.wav
7513,00000703.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000703.wav
7514,00000704.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000704.wav
7515,00000705.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000705.wav
7516,00000706.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000706.wav
7517,00000707.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000707.wav
7518,00000708.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000708.wav
7519,00000709.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000709.wav
7520,00000710.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000710.wav
7521,00000711.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000711.wav
7522,00000712.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000712.wav
7523,00000713.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000713.wav
7524,00000714.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000714.wav
7525,00000715.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000715.wav
7526,00000716.wav,normal,id_02,pump,-6_dB_pump,E:\Projects\factory_noises\-6_dB_pump\pump\id_02\normal\00000716.wav
